"","UV1-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","YG1-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","YG10-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"AF208",0.0106257154637245,0.00848973449393048,0.0182042451497922,0.0216178535249587,0.0327186563686477,0.0628796987837092,0.208322250850518,0.191780251385033,0.261126676369476,0.161416519630999,0.121198826612282,0.0970814941940106,0.116050614282217,0.15623092201024,0.155226778691943,0.149706826244949,0.0390278785929325,0.118828252615588,0.220890767428561,0.237500129665594,0.489556839596123,0.525757040888772,0.815413814850207,0.909980046837467,0.699179247839554,1,0.863718887696534,0.589693435265325,0.60146476946297,0.658962548618638,0.698104427511158,0.477319267875802,0.164172228571862,0.240349978638143,0.458936070279454,0.414893238639103,0.430799509741904,0.426831258893232,0.376205226990551,0.404517553406934,0.489497382043249,0.3564728477343,0.311845284845929,0.294343688678079,0.224827755860689,0.448123584680758,0.147435939520987,0.196413616803822,0.276707727121492,0.392640215655743,0.298883142810715,0.372323475224109,0.515471293152627,0.401929180417704,0.412361201303934,0.338439111543037,0.0636553124297452,0.129532829169953,0.185794508769443,0.211297742589017,0.226167195425014,0.191428848425157,0.30211845771136,0.210563919266191
"AF209",0.0673522024378385,0.0993582831502406,0.172936776063563,0.199323062973126,0.371372347666872,0.566387175350133,1,0.56756511029606,0.491770672041136,0.163834617214908,0.0818508136734505,0.0518499373759204,0.0178708529173546,0.0155646952522719,0.0232308103953038,0.0570902941302995,0.0251253504603184,0.120834372323656,0.14921769248161,0.107102800602976,0.185502800983049,0.157096222486055,0.200158485341217,0.167306804750719,0.122516812619361,0.159320986894036,0.0911019591314778,0.0684700602452282,0.0423777955958591,0.0302382533499702,0.0523040046561025,0.0643580195728832,0.0951460968660195,0.0571142392355752,0.0191281003400645,0.0568705903067274,-0.00127812205211879,0.0145695172323558,0.0192400131455927,0.0358633812721751,0.031283919223332,0.0257160227747677,-0.00798019266330768,0.00859955577213717,0.00465286845007902,0.0210910379149876,0.0350844937343335,0.0390879166571406,0.0114446341654294,0.0354704065292618,0.0316933414172159,0.0117050247901739,0.0354886870845184,0.0272087301914941,0.0101779252439488,0.00695849925000353,0.0255377202250681,0.0127727691778695,0.0197526132953019,-0.0218170114381226,-0.00144298090490694,0.0227098979303527,0.00744075366765356,0.0122692916586831
"AF210",0.0541957839754685,0.0600693717088729,0.179688411331105,0.219196876882408,0.373112570369857,0.531689721073539,1,0.612047779343179,0.325402155362227,0.131065730798388,0.0368011625496808,0.0189600677366692,0.00362873241722233,0.0139871527350051,0.0202420771936698,0.0135013142114611,0.0637838695214567,0.0947122534119832,0.181963463926403,0.168496287679813,0.226047023984197,0.295980334046827,0.390358812068684,0.252823069008932,0.141723016331363,0.141986303582274,0.0795932090271502,0.0506444052425613,-0.0114023407527615,0.0270825797776465,0.0545050639874358,-0.0322226517547281,0.0780978278137758,0.0723905185114366,0.0843266173464407,-0.0161962260601739,0.064705931267169,0.0783128279609466,0.0488893416753721,0.0688606940954693,0.0161439624734157,0.0234254582676605,-0.0232646820343489,0.0283560490568282,0.0238621662595742,0.0551428369523008,0.0553993019328836,-0.00222361450552308,-0.00332345913294863,0.0523283730693802,0.030332458496026,0.0545930701566893,0.0588345652441956,0.0200614956505745,0.0177651617129066,0.0322551240961727,-0.00484410847549706,-0.00759987005782177,0.0164921601590696,0.0165225445488119,0.0116577129671158,0.00664382167188051,-0.0151743185979006,-0.0296451497353023
"AF211",0.0382023590772221,-0.032450072298353,-0.0652221217807852,0.0564103704792025,0.0706247187432243,0.136589937113855,0.429199781671029,0.328859454415476,0.27452118929856,0.252646279016622,0.337791183886445,0.126830124390734,0.120976611196926,0.214118832244804,0.10001832787774,0.118323596003233,0.235052187876498,0.366293085855391,0.329800190462782,0.230615184535581,0.393503356367531,0.441727041002916,0.504314064254107,0.711890637038432,0.644188982430597,1,0.652076929458438,0.466488631421705,0.432204022068693,0.252072765602861,0.226963380670407,0.204254260238666,0.217255200076438,0.209365650721754,0.505281813955532,0.351498287016249,0.474952002945926,0.456224258528996,0.415343981437499,0.469338932386306,0.346109290355713,0.283215524388335,0.290075001656568,0.231188958445833,0.222025386771329,0.223845769225212,0.281709204662366,0.259937320368788,0.231740329147738,0.405908775471996,0.308736856455968,0.318557765482016,0.27643826338116,0.161691145068447,0.25842706955959,0.105515432296462,0.114454187757105,0.153258807859279,0.140717653725162,0.135764349997185,0.0787152262138613,0.0862630670626935,0.165796495459988,0.0953621187834662
"AF212",0.113748780895702,0.10917267452152,0.0459020900529577,0.00702741865460855,0.133321551226841,0.424183634127544,0.62089307774667,0.415273362043829,0.525574473909828,0.216154145168412,0.192267368847906,0.160394246127652,0.134833212594777,0.0357852766492254,0.167473249623428,0.134413394241989,0.206323243136331,0.289798689650168,0.39756630498202,0.376239701216261,0.577808736039182,0.620860230149805,0.783869687480453,0.884093530628161,0.512050528586027,1,0.529752041682122,0.336746651546166,0.367801140777385,0.110182083372345,0.293495588449049,0.175661491640194,0.269682163542255,0.242137144178474,0.310741544169292,0.292809909456709,0.337628018872274,0.344753935031094,0.348378942568131,0.196166311387941,0.312572009911547,0.241106254905726,0.0727703446432971,0.157576693069708,0.097875433994673,0.101406903359397,0.22040710325447,0.156950709975381,0.096532471161013,0.374143018522325,0.228239498243045,0.292235182549883,0.392522186440078,0.230732266958651,0.13683599848282,0.164867780190708,0.113435271017971,0.115777205686572,0.130557244676249,0.156332139650455,0.0726405258894877,0.0335177279621971,0.0570920566604211,0.111263892161097
"AF213",0.0123115623511054,0.00143479636815333,0.0489953816642769,0.0131366006750307,0.0294165713398967,0.150314037886678,0.177064033955916,0.126352982421633,0.308824630892621,0.175843447936892,0.193661044018973,0.129335357554101,0.065788556923984,0.0767060461038007,0.0886620520638745,0.0891871868547217,0.186462496387365,0.212439250985639,0.220190210877349,0.152854194268993,0.29823278287874,0.22147280742336,0.269290394475873,0.510944612723202,0.730287796270896,1,0.66932013151896,0.420218763708501,0.224953171551073,0.249407282867561,0.371572721444928,0.0308320771796306,0.105360659717688,0.129062033429172,0.1810022798004,0.128933035213605,0.202292644394983,0.18817528789095,0.239504588259914,0.231210605208304,0.250520405969729,0.134095979005826,0.0857644021860337,0.156866019598563,0.062358072238075,0.171926558988674,0.212363958072287,0.29886457804715,0.231516380710458,0.351181346989201,0.240908449356664,0.142689686762365,0.306730440075387,0.0957077773079577,0.148449498157708,0.141423746921208,0.0493624323786643,0.0993255088808796,0.147208466135682,0.0769303488289226,0.0409230908481807,0.0948546996196968,0.106919171715103,0.0690431376582494
"AF214",0.133101810869697,0.0693800797466046,0.0696083266715969,0.0330975402834328,0.117624772642318,0.137921231013322,0.40072845597854,0.308248145571491,0.400236040414123,0.226725943336776,0.290637007680495,0.131264500379242,0.141390609032339,0.156802388291809,0.166785822944614,0.143391115752792,0.156941204792793,0.240337123932312,0.325857481179968,0.27716433802398,0.549245265546064,0.511081958407249,0.615516128163882,0.77317741818387,0.641602201031374,1,0.646268049078697,0.549188704702999,0.47064495365352,0.383255659025312,0.43180433636749,0.263260924784312,0.222848035123699,0.192931197232307,0.335016552340162,0.373230417920691,0.432067845098951,0.401959333676664,0.389452361533147,0.41006457577792,0.437951969184861,0.22463859050936,0.174492557135494,0.175377225727288,0.202980396332074,0.259829186363722,0.23594666656199,0.326539992976546,0.276428161804456,0.446586561956477,0.362047967247032,0.339463794221691,0.531815053836566,0.286566032694373,0.289445989620095,0.134443095490471,0.0575588973796726,0.0892224797413748,0.0912877779955222,0.121363091348584,0.106898562131093,0.0602661011952278,0.11428690807405,0.0833627793252407
"AF215",0.0157091806860807,-0.00952560573594409,-0.0269624185420014,0.00921565831811367,0.0433606380609108,0.0836191170495334,0.200388904556599,0.357020034387789,0.376563510131956,0.125314673440873,0.305236531116458,0.0778615667518793,0.114441583884132,0.0482557916546817,0.0221867216771342,0.0700225589370719,0.089353380288369,0.238176626449474,0.298943774752228,0.236449143478758,0.632637887723244,0.542317985215966,1,0.958219202859823,0.668994883327946,0.492282219746919,0.346490428426054,0.340907106645533,0.127950773655304,0.104564862865691,-0.0335718966699396,0.0718241422153386,0.0693503689993453,0.0625924649965141,0.48504568857197,0.185684318910425,0.188850369963961,0.184395135441252,0.363548631367797,0.167472886706584,0.216280783150019,0.127420947401262,0.128404090021665,0.0648765058797793,0.188120823073943,0.047175981211395,0.140913721784872,0.191652224679482,0.140715713413592,0.459665408516066,0.324573039625584,0.241307133660363,0.311346767266818,0.118849380825545,0.207436121259672,0.0441042884249813,0.0418000306523132,0.0509391892529071,0.0296598261419677,0.0739171698994871,0.0556541659877501,-0.00204342458894347,0.109022985952593,0.0695352811772978
"AF216",0.0116543275013619,0.017224986030809,0.00660449339688221,0.00623917746542906,0.0375302608221526,0.0591382164650552,0.149314143973051,0.28610350772747,0.227427573089309,0.0282592656623305,0.0387650536038749,0.0114972131429431,0.0299265172328397,0.00777886613016394,0.00640764130309304,0.0181858406151166,0.00782504716889988,0.0580137571847755,0.0982490803924172,0.111924375188957,0.570435513990797,0.441739521497875,1,0.625167861339985,0.244610939931061,0.173436198230032,0.0789250927363733,0.101401982918089,0.022256629320678,0.0324305575653299,-0.0161720080942327,0.0130618806887317,0.0971126391285003,0.10217456258998,0.381867997437161,0.118955192062535,0.0827301886915878,0.0569260141439478,0.100980501417502,0.0294036769374607,0.0416973350716792,0.0207097595467992,0.0283268964004711,0.00682740678863186,0.00275770577341335,0.0109075043487134,0.0260650182386526,0.0264536035161685,0.0147293290922502,0.0328565740683824,0.0390838732828624,0.0380585677134872,0.0872866030885087,0.00743331839692331,0.0560936464234689,0.00899251960116927,0.0048899166714117,0.00638499315714476,-0.000532265221173536,0.0225692882986437,-0.00772810655414552,-0.000670879199846547,0.0230221269747482,0.00495405840239055
"AF217",0.0343928571739531,0.0139223526467634,0.0104611371630484,0.0321064540736833,0.0558722922982643,0.120878943006289,0.239297584905039,0.425700396611294,0.431912521711305,0.165671848580117,0.308421280796535,0.142416031765863,0.101244791415681,0.0211285148767487,0.0253878323963105,0.0674280119664901,0.133863207844826,0.268873334153182,0.228698979850272,0.125303455279614,0.201243403217348,0.173048079148565,0.427329635360603,0.68433870727572,0.954971640912042,1,0.714356530449007,0.993630862769293,0.240608128496051,0.167172092830452,-0.0434478351545927,0.0678739934841488,0.0531989461804203,0.0468144515065508,0.0613223278457877,0.125782328323576,0.114869194949441,0.0878136303552169,0.103544219310918,0.0859342763405055,0.18632591642045,0.0508505535627952,0.0657546650000505,0.041905429434318,0.121166772870964,0.0261534054256261,0.193747699548835,0.330240431410351,0.185191300988628,0.502267001739619,0.168065970771963,0.254347949951558,0.173543734498239,0.0206467102676779,0.1235263635781,0.0405103028916014,0.0629981268080181,0.0320034562371402,0.00909343383319089,0.0310230903011329,0.0364354935532019,-0.0019003116569135,0.107873375870903,-0.0169544426679988
"AF218",0.029779161282065,0.0257772775583579,0.0183823813629965,0.008018152866595,0.0448763436078615,0.0994320595060216,0.155146991407932,0.300429230965485,0.491317526073578,0.0500727424698192,0.0781273202624505,0.00858678684112805,-0.00593488569301608,0.00782847860717361,0.0178863144106491,0.0154440417064946,0.0138875912490498,0.00838529841256196,0.1156038875948,0.18365896694502,0.493804535391603,0.548247618394615,1,0.646984527622187,0.274753817764155,0.164819370305159,0.0499432939030167,0.094069976352185,0.0178314619020145,0.0377876711498796,-0.0102050134523794,0.0243384573788219,0.0976428726662238,0.111761519854405,0.502858540966402,0.0813094545398861,0.0857270191376432,0.058845968929825,0.0623654292180162,0.0215481281584675,0.0565800846697073,-0.0034457148957779,0.00660090811267667,0.0100276675676021,0.0439493378660738,0.0182065806667079,0.0451724430390691,-0.0235578955123216,0.00978637491441923,0.0738934739657737,0.0333524271877169,0.0124050807786044,0.090891558052308,-0.0195497331079031,0.0179954002701997,0.00586352563116072,0.00902150230091223,0.0104794184929836,0.0043641768982506,-0.00177227384051034,-0.00693837354711406,-0.000559491767048462,0.0140218723215152,0.0464346711489319
"AF219",0.0177683743754041,0.00624735074997366,0.015734505001347,0.00366910484499932,0.026846051999771,0.0607218745204754,0.14816129427194,0.259317298820368,0.312405066383267,0.0348733603874665,0.0765026345253824,0.021441346317886,0.0193532043976133,0.0107496924231393,0.00654588332686615,0.00764919974811103,0.00778435015872902,0.0332030888486602,0.0862451657727592,0.13246724222294,0.580865613093543,0.479763928735532,1,0.552457423062368,0.184960091609073,0.143961611517575,0.0483019143797271,0.0527172413239169,0.027229988019412,0.0149696806373586,-0.00608411683124416,0.0146240097949004,0.0781265049825717,0.060010884310211,0.263041890233161,0.0795392012630148,0.0627957926775606,0.0462892591998931,0.0610733053129392,0.0233833555846737,0.0524323714650977,0.0161428562938,0.00620381216923563,0.0150679569862272,0.0567317078332159,0.00512748417121088,0.0299755125456608,0.00275162987845231,0.0032828772575293,0.0473527284741616,0.0675753639874324,0.0493084891665381,0.07918144287694,0.0232262277969174,-0.00406195493777902,0.00779215476924555,0.00819804806781877,0.00103278681556786,0.00204724922142347,0.00829858624177343,0.0276990802684353,-1.36693023605403e-05,-0.0062661516390583,0.00972689761111267
"AF220",0.0107380617062645,0.00294146567383011,0.0181748098210608,0.0217673550696025,0.000987768228997849,0.0912377339929914,0.13916377205406,0.250757265053922,0.223505097156761,0.044727424980426,0.110061078452088,0.0228100277988887,0.041740793354378,0.0128631285403135,0.0213068853053714,0.0640991997171396,-0.00847127847679349,0.0784226193427724,0.128795261423651,0.117057609109348,0.676332442124071,0.431179449147694,1,0.56540896193956,0.157408358012218,0.14261065178718,0.0620883930793859,0.115706634184145,0.0405718507021249,0.0462873842984779,-0.0179910716022817,0.0028512509651085,0.0783821198133133,0.0514485741183301,0.220835470324938,0.0623357486712555,0.0735893548385798,0.0556085928738049,0.0323964600621306,0.0256014341198403,0.0334844345000821,0.0439147617296512,0.0425222618475818,0.00785543151400166,0.0329728541539923,0.00840799879181731,0.0476638431390405,0.0297444717401745,0.0130402892560172,0.0425634313362439,0.0307422692484342,0.0868288079678631,0.0854662647232166,0.0785835972495764,0.0594903911119955,0.0128805709699579,0.0193950141333023,0.00895925991886413,-0.00686795673356794,0.0362478039276728,0.0260589763761943,-0.000919947416300149,0.0499574345674405,0.0500688142076447
"AF221",0.0298761884763831,0.0114203745378618,0.0227533103759916,0.00889307730632452,0.0284081179536205,0.078778551097237,0.384393516130697,0.111070473623989,0.150739399312272,0.0318843112725784,0.0480315309554943,0.0193573003347928,0.0140892114024206,0.0447754388753942,0.00301825623854461,0.0117086794487418,0.0187493386139033,0.033804654486113,0.104434928681381,0.147364697572447,0.39529692190003,0.520421278179235,1,0.427924070909336,0.190412617168635,0.246728541844306,0.0605294106403063,0.014767896205896,0.0260907644156867,0.0164442843921838,0.0212886969671241,-0.00247825214225984,0.155174475235109,0.0827035934012334,0.285504800215901,0.0671815251248494,0.0714585347914218,0.0263188133347029,0.0666199351401313,0.0408007706930383,0.0875199917787984,0.00770080818855806,0.011226916509837,0.0398175903856097,0.0527517601263431,0.0154239315189249,0.0110981811355425,0.00242345534145738,0.00499929445497334,0.0576728933011314,0.0579549003593736,0.0513099735110306,0.0507293033378384,0.0142236836981867,-0.00357418091733016,0.017243996267591,0.0139011356404454,0.00365416548136355,0.00504550360324455,0.00911105084080361,0.000345099094898247,0.000437580043192316,0.00119915099193742,0.00132450815764642
"AF222",0.0195958773515128,0.0314878737810751,0.00955060792332416,0.0151223499659762,0.0397139987762427,0.0767239655294379,0.387384499385519,0.122543510414966,0.109736683055171,0.0258371207334543,0.0243383104871787,0.0103797123800675,0.0217866260888382,0.0324011265830538,0.00295451390922907,0.0278371836636759,0.0188473611859495,0.0590648365882901,0.1189705604002,0.124511550357085,0.388198918545226,0.479174511944048,1,0.484244332791033,0.251821940912514,0.297243548757384,0.0989047620454001,0.0284061517863795,0.0213254765987816,0.035625162922345,0.056586845587841,-0.00221352653976476,0.192884640351226,0.14081118079696,0.414478265117782,0.100473616749739,0.0941429005805229,0.0323665827891814,0.110151471586174,0.0513054114886674,0.0696010941465885,0.00987940938074955,0.0512626256558755,0.0180416553587296,0.00256424209695586,0.0328107497750112,0.00965035354351803,0.0232986010379104,0.0224304009805663,0.0400174129674603,0.0335196415987923,0.0396034057066992,0.0559220494666689,0.00455214555846998,0.0493577215161944,0.019900397134157,0.00829165605732481,0.0225911303687123,-0.00131178269026062,0.0247789113878937,-9.62834343691904e-05,0.0214761032789149,-0.00440573544792597,0.000674592355112957
"AF223",0.138351870411038,0.0597862636097583,-0.045015073127569,0.0270478776546579,0.0113385835914958,0.179688454203825,0.679954947064922,0.200215468407747,0.792985209324932,0.053345397692172,0.0820292838918804,0.150412682218634,0.139192790036206,0.208510390084963,0.0338646861998231,-0.138939932606292,0.248585808144775,0.483999066984639,0.640073587528708,0.324833035787869,0.885378265882119,0.826360395798366,1,0.780436920751857,0.698661520554575,0.864148954929672,0.456276158254664,0.214009040360045,0.191728606869095,0.0970039419432906,0.148338622874192,-0.00757618114517949,0.126539547254495,0.0722039042570043,0.310610921191239,0.112403840054528,0.186415582054194,0.072154411734464,0.153172655777977,0.207691578462775,0.475274957566138,0.0258506351471317,0.319362426979178,0.0483044063749368,0.180165134326865,0.161686775060961,0.0450894715782083,0.0236337940949158,0.395236031512395,0.70219537644872,0.284884105599588,0.431457600679819,0.0505397952187843,0.279895446767269,0.0520118190409775,0.193585140443657,0.0426066819683315,-0.0337368807923275,0.0094489942964476,-0.0501244336786211,0.000660695488532703,0.253835368457759,-0.0200691555191979,-0.00592913136339946
"AF224",0.073416641525559,0.108811147940277,0.178936915867944,0.220441113484985,0.342737878131729,0.535474699164338,1,0.697094151352607,0.683262626109669,0.216602336533191,0.114881548155292,0.0672761009086591,0.0202501001745701,0.0188571744553769,0.0269995588043088,0.0696231018298649,0.025670190971702,0.121894963387254,0.139960062514419,0.11321420080131,0.173527328772055,0.156524597152507,0.197640371560962,0.16896957445696,0.137437284361074,0.171823595200505,0.0855251783711834,0.0711242842560952,0.0497093960943592,0.0352354368212331,0.0586594213511944,0.072779184639322,0.109217864264207,0.0606126825967002,0.0185758778168885,0.0668411049176527,-0.00154931805237885,0.01833105595037,0.0282853783886791,0.0423401409374789,0.0367057505477549,0.0296685439272008,-0.00825259690611848,0.0100788042000664,0.00667273887243081,0.0231079186684521,0.0410189061341064,0.0480639170972178,0.0130385957266515,0.0451244792636992,0.0485046808391442,0.0153372126376502,0.0492053278822142,0.0317455576234082,0.011592024529191,0.00834810569053008,0.0300166408819234,0.0137207744118021,0.0221060470608553,-0.0229520559706742,-0.00158274404912847,0.0279251700478019,0.00815691834332863,0.0140105957066097
"AF225",0.0150000255892437,0.101648287946987,0.185538069250851,0.231570372360128,0.299936708964544,0.49792671059492,1,0.748750576548837,0.379612191890843,0.140671988341626,0.135370633961414,0.0318460210209647,0.0133993019113939,0.058916981629998,0.0724620111524961,0.103538767644554,0.0409682307936779,0.0893195096675353,0.123887223246739,0.133889028229438,0.166502726174959,0.173974709724527,0.192156549290963,0.176739736627142,0.112860157145627,0.171584922632766,0.0530149034054281,0.0227642137273838,0.046266888656903,-0.0341032440241062,0.0634724750461078,-0.00513347664765095,0.0496417822331038,0.0334048360691485,0.0227735776571722,0.0427798311596507,0.0747632228488129,0.022063705790163,0.0290226635259739,-0.0177943317027407,0.029788278818154,0.050907146938198,0.0351917010489921,0.0262738283594774,0.0114795666275223,0.013395225116644,0.0552937838647231,0.0550970279071593,0.00377322321300099,0.032002828479783,0.0518926021184845,0.00874660188411014,0.0249555124222295,-0.00619225677096887,0.0370606537510564,0.000791551458444249,0.0122817507063835,-0.00453420250968978,0.0228470454416997,0.018971319950252,0.0424105796202897,0.0164837562042351,0.0295463459085205,-0.00258544577476379
"AF226",0.0310364288970196,0.0765261976316674,0.16890238863284,0.211339249718874,0.29649846922005,0.499096524294581,1,0.747150036913995,0.677857797194706,0.197102007489852,0.0727835855389806,0.0510680497178169,0.053308626619001,0.0447417882679057,0.0491907892307273,0.0216433567535654,0.0289429935966032,0.0797441375881783,0.127182188868824,0.107263783378911,0.144875247280156,0.149226409420489,0.182568806270225,0.145024411810987,0.0987294640556679,0.117088671428709,0.0398740102290301,0.0352934747870021,0.0216936912597491,0.0322230466582105,0.02153848201132,0.0213170848654738,0.050689337147013,0.0706273006960171,0.0811749111012113,0.0489475936809791,0.0383597699794878,0.0383456831002187,0.0247522426204983,0.0177926883919368,0.0209807742578201,0.00192478560312575,0.00640597988049236,0.00463078593996395,0.0179963530792832,0.012449996657506,0.0384941649972778,0.0213186291264679,0.0202867364817949,0.0325508033491448,0.0255176888578217,-0.00297452746594096,0.0121988576186281,0.00477534245996071,0.0111687131762261,5.06404700237535e-05,0.0105596083483373,0.0031113614344054,0.00473652332103504,0.00715289746509043,0.00689241227564099,0.0118678001464681,-0.00751676876740911,-0.00296669002046411
"AF227",0.000606766029863349,0.0893900185513136,0.160871545674201,0.207808954897338,0.29263139391392,0.485631751260736,1,0.707046509830699,0.51349037323359,0.190848679410094,0.0736523558461668,0.0244633649500748,0.0146897901306968,0.0563490934525057,0.0314583506772087,0.038062986431343,0.039842531557844,0.125841722542285,0.140674890276152,0.136089405940613,0.162496413096654,0.139280642257369,0.181312495856071,0.17694279696476,0.112607453781363,0.103005311733269,0.0450631410721282,0.0225751775623755,0.0424617512179164,0.0373326724544889,0.0337518445610642,0.00635838653476699,0.0588383959532229,0.0718853994180187,0.0567702278223631,0.0250611550343105,0.028737810709504,0.0383677371360512,0.0215441185035013,0.0271827342095252,0.0197429479336692,0.0172045817829254,-0.00571159344372523,0.0360062537355654,0.0292538969129737,-0.0106379797436538,0.0274200733024393,-0.0124630623564317,-0.00198861164925408,0.0347556121017626,0.00453565118024512,-0.0015205625925079,0.038114157430102,0.00339610334118255,0.00403301437063068,0.00270759672585438,0.0186444269650701,0.0306030589858534,0.00271322830860353,0.0353381385876825,0.0173532130554097,0.00860838597329857,0.0101450126755609,0.0155028297677481
"AF228",0.0350337361967862,0.0474242341021552,0.186615811861095,0.199359121391369,0.325305267038478,0.475990219489358,1,0.703977226447336,0.494497209019083,0.171814431389836,0.073027017871171,0.0212325569718258,-0.00223769827730914,0.00944310703850623,0.0471397427889305,0.00637033946124606,0.0370978086283255,0.114323184162513,0.0974502165850065,0.133548958020635,0.17640421166231,0.146986646659138,0.197603926519813,0.159013785655003,0.083952231371864,0.0845408122225233,0.0566754309180509,0.0412317536282928,0.0178749302909338,0.0345071971248519,-0.00888105639569483,-0.0153182247750896,0.112773048872568,0.0605875319878808,0.0702834345247039,0.0350711859974649,0.0386861128591605,0.0416656426707558,0.0388166744145587,0.010205116128895,0.0182120816861549,0.0323006652798068,0.0297986540507613,0.0577041311248958,0.0161374922562396,-0.00588486515888965,0.028242072009471,0.00113741477291204,-0.00132807963111046,0.0250336049949092,0.0047920611323946,0.017943536052224,-0.0264750962716725,0.00737149239907238,0.0194432249159843,0.0103494575402405,0.00442285157938471,0.0373513042606345,0.00526524607398825,0.0120637300520686,0.0130776383429843,0.00715137674878028,0.042324367307727,0.00899879273905737
"AF229",0.00715778617539183,0.0421058561782385,0.157599650254339,0.2463925677864,0.284533453371791,0.530618678212253,1,0.724167134475045,0.396078493894695,0.150781447024063,0.0667907661430876,0.0615811876904579,0.0397416898045116,0.0513472609106336,0.0697803685695358,0.0361461813819039,0.0636461661102456,0.0799904164688122,0.141780432976637,0.108953094538374,0.188996550180247,0.146019186182956,0.205769141699443,0.147247358040514,0.112533898164888,0.186257619846548,0.102709760384344,0.0846278137616755,0.0149683151407028,0.0477071317194378,0.0358413000524846,0.016952289940648,0.0961101479934157,0.088389729611146,0.0797045353499674,0.0435004486032539,0.0841276946833951,0.037722496407402,-0.0349056413090681,0.00144935557387204,0.0105335519670449,0.0212384397129892,0.0174317540534407,-0.0181919464541993,-0.00700891324791205,0.0493301851146046,0.0505093208500192,0.0207386323704876,-0.00643973994954133,-0.00452241439838859,0.0433479059410447,0.0356481391474236,-0.0162464285139596,-0.0133037868855895,-0.00352520904627959,0.0115886315098031,-0.00861562236579002,-0.0485704907725463,0.0276937007512106,-0.0280880551068338,0.00295697465684601,-0.0247653404488996,0.0108435806140688,-0.0341716157742949
"AF230",0.125824911568571,0.0517188600930798,0.192093352634708,0.233376565583716,0.325375569180577,0.496803010957593,1,0.728109328979054,0.755387924726436,0.179710727635386,0.0595903995290461,0.0484196058604015,0.04106462005759,0.0266654644644115,0.0489161686261302,0.037840118367785,0.0225784813626437,0.136796972511055,0.181029353729034,0.159476109827859,0.252311644549779,0.213253840810076,0.324192953431569,0.289028474873793,0.193658095764588,0.265065772107251,0.0572607261485851,0.038502570118566,0.0601718538460953,0.0450260831950367,0.0341350127120637,0.0137533614323299,0.111957666817992,0.132780933015116,0.053828391693992,0.0304336164082437,0.0907291579777908,0.0606833623336635,0.0300647635766564,0.0665946316212921,-0.00881619504858226,0.0316460852018297,0.0133847840089549,0.0491004893622188,0.0382554831929538,0.0359775021683544,0.0862978966137511,0.00471538718677157,0.000243497699653922,0.0689913494402972,0.0509990624999308,0.0162032445242669,0.0509678423572838,0.0435639039676468,0.00677422839309807,-0.0156458737897409,0.0377954458338681,0.0442044812597922,0.026279247339993,0.107558330801655,0.0695565833337847,0.0596620928702175,0.0322799790516955,0.0375270656379025
"AF231",0.0107396735381756,0.00862091986132502,0.0174652758983299,0.0221685761334655,0.0279987206298527,0.055122154378268,0.193163846669377,0.218408641835004,0.336408118466152,0.197877143082899,0.157730572538095,0.11679902438632,0.121932513158497,0.175506489257475,0.167281971531708,0.169286714760852,0.0369727796720943,0.11114889965276,0.19211070163563,0.232784529839419,0.424630043661885,0.485726877906161,0.746568921322574,0.852151790663471,0.727256466031184,1,0.751845967890115,0.567980830089211,0.654184884309625,0.711989972518752,0.725961202071555,0.500499520963402,0.17474010094059,0.236512110232762,0.413256680784491,0.452149888014513,0.484209872128003,0.497953426239078,0.512827894399846,0.442821423756421,0.532541567723598,0.381337111349835,0.299024397567864,0.319873236801901,0.29896714721499,0.455250954804552,0.159831512150732,0.223943477175205,0.292307782437654,0.463159954751597,0.424138044253635,0.45236053244875,0.662699842823043,0.434824903743201,0.43547980217484,0.37648101989734,0.0693752889014409,0.129021948786626,0.192801136202588,0.206115844609745,0.230022280006043,0.218262043457567,0.307097748689384,0.22295193832137
